sentences,labels
"['This', 'patient', ',', 'who', 'had', 'a', 'history', 'of', 'osteoarthritis', ',', 'had', 'severe', 'hepatitis', '5', 'weeks', 'after', 'being', 'started', 'on', 'diclofenac', 'for', 'increasing', 'pain', 'in', 'the', 'joints', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['2-CdA', 'induces', 'lymphocytopenia', ',', 'which', 'may', 'explain', 'the', 'improvement', 'in', 'this', ""patient's"", 'psoriasis', '.']","['B-drug', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['One', 'case', 'of', 'priapism', 'occurred', 'during', 'heparin', 'therapy', 'for', 'a', 'previous', 'surgical', 'operation', 'to', 'the', 'knee', 'is', 'reported', '.']","['O', 'O', 'O', 'B-effect', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Priapism', 'as', 'a', 'complication', 'of', 'heparin', 'therapy', '.']","['B-effect', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O']"
"['The', 'association', 'between', 'heparin', 'and', 'priapism', 'is', 'often', 'recognized', ';']","['O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O']"
"['abnormal', 'platelet', 'aggregation', 'could', 'play', 'a', 'role', 'in', 'the', 'pathogenesis', 'of', 'this', 'side', 'effect', '.']","['B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'association', 'between', 'heparin', 'and', 'priapism', 'is', 'often', 'recognized', ';']","['O', 'O', 'O', 'B-drug', 'O', 'B-effect', 'O', 'O', 'O', 'O']"
"['It', 'carries', 'a', 'well-known', 'risk', 'of', 'neutropenia', 'and', 'agranulocytosis', ',', 'which', 'necessitates', 'the', 'immediate', 'discontinuation', 'of', 'clozapine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['It', 'carries', 'a', 'well-known', 'risk', 'of', 'neutropenia', 'and', 'agranulocytosis', ',', 'which', 'necessitates', 'the', 'immediate', 'discontinuation', 'of', 'clozapine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['OBJECTIVE', ':', 'We', 'report', 'a', 'patient', 'who', 'developed', 'neutropenia', 'on', 'clozapine', ',', 'but', 'behind', 'the', 'cell', 'count', 'decrease', 'showed', 'to', 'be', 'a', 'diurnal', 'variation', 'of', 'the', 'white', 'blood', 'cells', '(', 'WBC', ').']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O']"
"['Acute', 'neutrophilic', 'dermatosis', 'induced', 'by', 'all-trans-retinoic', 'acid', 'treatment', 'for', 'acute', 'promyelocytic', 'leukemia', '.']","['B-effect', 'I-effect', 'I-effect', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Findings', 'on', 'discontinuation', 'and', 'rechallenge', 'supported', 'the', 'assumption', 'that', 'the', 'hair', 'loss', 'was', 'a', 'side', 'effect', 'of', 'the', 'paroxetine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['Hair', 'loss', 'associated', 'with', 'paroxetine', 'treatment', ':', 'a', 'case', 'report', '.']","['B-effect', 'I-effect', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'report', 'on', 'a', '37-year-old', 'female', 'who', 'complained', 'of', 'moderate', 'hair', 'loss', 'during', 'paroxetine', 'treatment', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'B-drug', 'O', 'O']"
"['CONCLUSION', ':', 'Patients', 'with', 'insulin', 'allergy', 'may', 'not', 'have', 'complete', 'resolution', 'of', 'their', 'symptoms', 'after', 'standard', 'desensitization', ',', 'particularly', 'those', 'patients', 'with', 'concomitant', 'protamine', 'allergy', '.']","['O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O']"
"['METHODS', ':', 'The', 'patient', 'required', 'insulin', 'desensitization', 'for', 'severe', 'urticaria', ',', 'angioedema', ',', 'and', 'occasional', 'wheezing', 'resulting', 'from', 'her', 'insulin', 'dose', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O']"
"['METHODS', ':', 'The', 'patient', 'required', 'insulin', 'desensitization', 'for', 'severe', 'urticaria', ',', 'angioedema', ',', 'and', 'occasional', 'wheezing', 'resulting', 'from', 'her', 'insulin', 'dose', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O']"
"['METHODS', ':', 'The', 'patient', 'required', 'insulin', 'desensitization', 'for', 'severe', 'urticaria', ',', 'angioedema', ',', 'and', 'occasional', 'wheezing', 'resulting', 'from', 'her', 'insulin', 'dose', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O']"
"['METHODS', ':', 'The', 'patient', 'required', 'insulin', 'desensitization', 'for', 'severe', 'urticaria', ',', 'angioedema', ',', 'and', 'occasional', 'wheezing', 'resulting', 'from', 'her', 'insulin', 'dose', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O']"
"['METHODS', ':', 'The', 'patient', 'required', 'insulin', 'desensitization', 'for', 'severe', 'urticaria', ',', 'angioedema', ',', 'and', 'occasional', 'wheezing', 'resulting', 'from', 'her', 'insulin', 'dose', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'B-drug', 'O', 'O']"
"['METHODS', ':', 'The', 'patient', 'required', 'insulin', 'desensitization', 'for', 'severe', 'urticaria', ',', 'angioedema', ',', 'and', 'occasional', 'wheezing', 'resulting', 'from', 'her', 'insulin', 'dose', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'B-drug', 'O', 'O']"
"['OBJECTIVE', ':', 'The', 'purpose', 'of', 'this', 'study', 'was', 'to', 'determine', 'whether', 'desensitization', 'to', 'NPH', 'insulin', ',', 'as', 'well', 'as', 'standard', 'insulin', 'desensitization', ',', 'could', 'control', 'allergic', 'symptoms', 'in', 'a', 'patient', 'allergic', 'to', 'both', 'NPH', 'and', 'regular', 'insulin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['OBJECTIVE', ':', 'The', 'purpose', 'of', 'this', 'study', 'was', 'to', 'determine', 'whether', 'desensitization', 'to', 'NPH', 'insulin', ',', 'as', 'well', 'as', 'standard', 'insulin', 'desensitization', ',', 'could', 'control', 'allergic', 'symptoms', 'in', 'a', 'patient', 'allergic', 'to', 'both', 'NPH', 'and', 'regular', 'insulin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Patients', 'receiving', 'neutral', 'protamine', 'Hagedorn', '(', 'NPH', ')', 'insulin', 'are', 'at', 'increased', 'risk', 'for', 'the', 'development', 'of', 'protamine', 'hypersensitivity', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O']"
"['Protamine', 'allergy', 'as', 'a', 'complication', 'of', 'insulin', 'hypersensitivity', ':', 'A', 'case', 'report', '.']","['B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O']"
"['She', 'continued', 'to', 'receive', 'regular', 'insulin', '4', 'times', 'per', 'day', 'over', 'the', 'following', '3', 'years', 'with', 'only', 'occasional', 'hives', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O']"
"['The', 'patient', 'had', 'recurrence', 'of', 'urticaria', 'and', 'angioedema', 'a', 'year', 'and', 'a', 'half', 'later', ',', 'at', 'which', 'point', 'the', 'NPH', 'was', 'stopped', 'and', 'she', 'was', 'desensitized', 'to', 'regular', 'insulin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['The', 'patient', 'had', 'recurrence', 'of', 'urticaria', 'and', 'angioedema', 'a', 'year', 'and', 'a', 'half', 'later', ',', 'at', 'which', 'point', 'the', 'NPH', 'was', 'stopped', 'and', 'she', 'was', 'desensitized', 'to', 'regular', 'insulin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'patient', 'had', 'recurrence', 'of', 'urticaria', 'and', 'angioedema', 'a', 'year', 'and', 'a', 'half', 'later', ',', 'at', 'which', 'point', 'the', 'NPH', 'was', 'stopped', 'and', 'she', 'was', 'desensitized', 'to', 'regular', 'insulin', '.']","['O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['The', 'patient', 'had', 'recurrence', 'of', 'urticaria', 'and', 'angioedema', 'a', 'year', 'and', 'a', 'half', 'later', ',', 'at', 'which', 'point', 'the', 'NPH', 'was', 'stopped', 'and', 'she', 'was', 'desensitized', 'to', 'regular', 'insulin', '.']","['O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', '5-month-old', 'infant', 'became', 'lethargic', 'and', 'poorly', 'responsive', 'after', 'receiving', '1', 'drop', 'of', 'brimonidine', 'in', 'each', 'eye', '.']","['O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O']"
"['A', '5-month-old', 'infant', 'became', 'lethargic', 'and', 'poorly', 'responsive', 'after', 'receiving', '1', 'drop', 'of', 'brimonidine', 'in', 'each', 'eye', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O']"
"['An', '11-day-old', 'infant', 'became', 'lethargic', 'and', 'apneic', 'after', 'a', 'single', 'drop', 'of', 'brimonidine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['An', '11-day-old', 'infant', 'became', 'lethargic', 'and', 'apneic', 'after', 'a', 'single', 'drop', 'of', 'brimonidine', '.']","['O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['Apparent', 'central', 'nervous', 'system', 'depression', 'in', 'infants', 'after', 'the', 'use', 'of', 'topical', 'brimonidine', '.']","['O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O']"
"['CONCLUSIONS', ':', 'Topical', 'brimonidine', 'may', 'be', 'associated', 'with', 'central', 'nervous', 'system', 'depression', 'in', 'infants', '.']","['O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O']"
"['PURPOSE', ':', 'To', 'report', 'two', 'cases', 'in', 'which', 'topical', 'brimonidine', 'resulted', 'in', 'apparent', 'central', 'nervous', 'system', 'depression', 'and', 'unresponsiveness', 'in', 'an', 'infant', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ceftriaxone', 'was', 'approved', 'in', '1997', 'for', 'the', 'treatment', 'of', 'otitis', 'media', 'despite', 'previous', 'studies', 'that', 'documented', 'an', 'association', 'of', 'ceftriaxone', 'with', 'elevated', 'hepato-biliary', 'enzymes', 'and', 'transient', 'biliary', 'stasis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O']"
"['Ceftriaxone', 'was', 'approved', 'in', '1997', 'for', 'the', 'treatment', 'of', 'otitis', 'media', 'despite', 'previous', 'studies', 'that', 'documented', 'an', 'association', 'of', 'ceftriaxone', 'with', 'elevated', 'hepato-biliary', 'enzymes', 'and', 'transient', 'biliary', 'stasis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O']"
"['Hepato-biliary', 'abnormalities', 'secondary', 'to', 'ceftriaxone', 'use', ':', 'a', 'case', 'report', '.']","['B-effect', 'I-effect', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Anterior', 'lumbosacral', 'radiculopathy', 'after', 'intrathecal', 'methotrexate', 'treatment', '.']","['B-effect', 'I-effect', 'I-effect', 'O', 'O', 'B-drug', 'O', 'O']"
"['Reported', 'are', 'three', 'children', 'who', 'developed', 'progressive', 'paraparesis', 'after', 'intrathecal', 'methotrexate', 'administration', 'followed', 'by', 'complete', 'or', 'partial', 'recovery', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['During', 'the', 'first', 'days', 'of', 'arsenic', 'trioxide', 'treatment', 'a', 'rapid', 'decrease', 'in', 'the', 'D-dimers', 'was', 'seen', '(', 'normal', 'values', 'reached', 'until', 'day', '7', '),', 'together', 'with', 'a', 'slight', 'decrease', 'in', 'peripheral', 'blood', 'leukocytes', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['During', 'the', 'first', 'days', 'of', 'arsenic', 'trioxide', 'treatment', 'a', 'rapid', 'decrease', 'in', 'the', 'D-dimers', 'was', 'seen', '(', 'normal', 'values', 'reached', 'until', 'day', '7', '),', 'together', 'with', 'a', 'slight', 'decrease', 'in', 'peripheral', 'blood', 'leukocytes', '.']","['O', 'O', 'O', 'O', 'O', 'B-drug', 'I-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O']"
"['A', '22-year-old', 'black', 'man', 'developed', 'fever', ',', 'chills', ',', 'fatigue', ',', 'night', 'sweats', ',', 'tender', 'lymphadenopathy', ',', 'and', 'a', 'generalized', ',', 'pruritic', ',', 'macular', 'eruption', '3', 'weeks', 'after', 'starting', 'minocycline', 'therapy', 'for', 'acne', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O']"
"['A', '22-year-old', 'black', 'man', 'developed', 'fever', ',', 'chills', ',', 'fatigue', ',', 'night', 'sweats', ',', 'tender', 'lymphadenopathy', ',', 'and', 'a', 'generalized', ',', 'pruritic', ',', 'macular', 'eruption', '3', 'weeks', 'after', 'starting', 'minocycline', 'therapy', 'for', 'acne', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O']"
"['A', '22-year-old', 'black', 'man', 'developed', 'fever', ',', 'chills', ',', 'fatigue', ',', 'night', 'sweats', ',', 'tender', 'lymphadenopathy', ',', 'and', 'a', 'generalized', ',', 'pruritic', ',', 'macular', 'eruption', '3', 'weeks', 'after', 'starting', 'minocycline', 'therapy', 'for', 'acne', '.']","['O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O']"
"['A', '22-year-old', 'black', 'man', 'developed', 'fever', ',', 'chills', ',', 'fatigue', ',', 'night', 'sweats', ',', 'tender', 'lymphadenopathy', ',', 'and', 'a', 'generalized', ',', 'pruritic', ',', 'macular', 'eruption', '3', 'weeks', 'after', 'starting', 'minocycline', 'therapy', 'for', 'acne', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O']"
"['A', '22-year-old', 'black', 'man', 'developed', 'fever', ',', 'chills', ',', 'fatigue', ',', 'night', 'sweats', ',', 'tender', 'lymphadenopathy', ',', 'and', 'a', 'generalized', ',', 'pruritic', ',', 'macular', 'eruption', '3', 'weeks', 'after', 'starting', 'minocycline', 'therapy', 'for', 'acne', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O']"
"['With', 'the', 'negative', 'viral', 'serologies', ',', 'the', 'clinical', 'picture', 'was', 'most', 'consistent', 'with', 'an', 'infectious', 'mononucleosis-like', 'syndrome', 'produced', 'by', 'the', 'minocycline', 'ingestion', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'B-drug', 'O', 'O']"
"['We', 'conclude', 'that', 'the', 'presence', 'of', 'this', 'metabolic', 'defect', 'combined', 'with', 'topical', '5-FU', '(', 'a', 'drug', 'demonstrating', 'a', 'narrow', 'therapeutic', 'index', ')', 'results', 'in', 'the', 'unusual', 'presentation', 'of', 'life-threatening', 'toxicity', 'after', 'treatment', 'with', 'a', 'topical', 'drug', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'now', 'report', 'the', 'first', 'known', 'cancer', 'patient', 'who', 'developed', 'life-threatening', 'complications', 'after', 'treatment', 'with', 'topical', '5-FU', 'and', 'was', 'shown', 'subsequently', 'to', 'have', 'profound', 'DPD', 'deficiency', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['An', 'acute', 'ischaemic', 'event', 'associated', 'with', 'the', 'use', 'of', 'venlafaxine', ':', 'a', 'case', 'report', 'and', 'proposed', 'pathophysiological', 'mechanisms', '.']","['O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'association', 'of', 'venlafaxine', 'treatment', 'with', 'ischaemic', 'events', 'could', 'be', 'explained', 'by', 'its', 'unique', 'pharmacological', 'and', 'haemodynamic', 'properties', '.']","['O', 'O', 'O', 'B-drug', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['This', 'is', 'the', 'first', 'report', 'of', 'a', 'possible', 'association', 'between', 'an', 'acute', 'cardiovascular', 'event', 'and', 'venlafaxine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'B-drug', 'O']"
"['We', 'present', 'a', 'case', 'of', 'an', 'elderly', 'woman', 'with', 'a', 'pre-existing', 'history', 'of', 'ischaemic', 'heart', 'disease', ',', 'who', 'was', 'treated', 'with', 'venlafaxine', ',', 'and', 'developed', 'acute', 'myocardial', 'ischaemia', 'within', 'the', 'first', 'week', 'of', 'treatment', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Apparent', 'cyclophosphamide']","['O', 'B-drug']"
"['(', 'cytoxan', ')', 'embryopathy', ':', 'a', 'distinct', 'phenotype', '?']","['O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O']"
"['The', 'purpose', 'of', 'this', 'report', 'is', 'to', 'document', 'a', 'new', 'case', 'of', 'in', 'utero', 'CP', 'exposure', 'with', 'multiple', 'congenital', 'anomalies', 'and', 'to', 'establish', 'an', 'apparent', 'CP', 'embryopathy', 'phenotype', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'B-effect', 'O', 'O']"
"['The', 'purpose', 'of', 'this', 'report', 'is', 'to', 'document', 'a', 'new', 'case', 'of', 'in', 'utero', 'CP', 'exposure', 'with', 'multiple', 'congenital', 'anomalies', 'and', 'to', 'establish', 'an', 'apparent', 'CP', 'embryopathy', 'phenotype', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'B-effect', 'I-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O']"
"['The', 'reported', 'cases', 'of', 'in', 'utero', 'exposure', 'to', 'cyclosposphamide', 'shared', 'the', 'following', 'manifestations', 'with', 'our', 'patient', ':', 'growth', 'deficiency', ',', 'developmental', 'delay', ',', 'craniosynostosis', ',', 'blepharophimosis', ',', 'flat', 'nasal', 'bridge', ',', 'abnormal', 'ears', ',', 'and', 'distal', 'limb', 'defects', 'including', 'hypoplastic', 'thumbs', 'and', 'oligodactyly', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'reported', 'cases', 'of', 'in', 'utero', 'exposure', 'to', 'cyclosposphamide', 'shared', 'the', 'following', 'manifestations', 'with', 'our', 'patient', ':', 'growth', 'deficiency', ',', 'developmental', 'delay', ',', 'craniosynostosis', ',', 'blepharophimosis', ',', 'flat', 'nasal', 'bridge', ',', 'abnormal', 'ears', ',', 'and', 'distal', 'limb', 'defects', 'including', 'hypoplastic', 'thumbs', 'and', 'oligodactyly', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'reported', 'cases', 'of', 'in', 'utero', 'exposure', 'to', 'cyclosposphamide', 'shared', 'the', 'following', 'manifestations', 'with', 'our', 'patient', ':', 'growth', 'deficiency', ',', 'developmental', 'delay', ',', 'craniosynostosis', ',', 'blepharophimosis', ',', 'flat', 'nasal', 'bridge', ',', 'abnormal', 'ears', ',', 'and', 'distal', 'limb', 'defects', 'including', 'hypoplastic', 'thumbs', 'and', 'oligodactyly', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-drug', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-effect', 'I-effect', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
